Label	logFC	FDR
ARPP19	0.4928873	5.40E-02
GLRX3	0.5305357	5.40E-02
KIDINS220	0.3528701	5.41E-02
TNFRSF25	1.2992535	5.41E-02
CCDC68	-1.1938812	5.41E-02
ZEB1	0.9928091	5.42E-02
GCM1	-1.8017828	5.42E-02
SLC39A13	-0.5371217	5.42E-02
SRGAP2C	0.670652	5.42E-02
LOC101930578///MRPS31P5///THSD1	0.6016954	5.42E-02
C8orf76	0.6673393	5.42E-02
COX20	0.6496313	5.43E-02
VPS54	0.4650317	5.44E-02
EP400	0.6982565	5.44E-02
ZNF160	-0.4577304	5.44E-02
DNMT1	0.4854744	5.44E-02
TENM4	1.2658604	5.44E-02
TCFL5	1.0436655	5.45E-02
RHOJ	1.7666996	5.45E-02
GNAT3	-1.966966	5.46E-02
ZC3H13	0.5152455	5.46E-02
VPS26B	-0.3947652	5.46E-02
MS4A15	-1.2029732	5.47E-02
DIO2	1.3003956	5.48E-02
MAP4	0.4749491	5.48E-02
XAGE-4	-1.1568837	5.48E-02
E2F4	-0.8698262	5.48E-02
GOLGA6A	-0.9459386	5.48E-02
EMX1	-1.4328407	5.48E-02
LAMA3	-1.0362124	5.48E-02
FAM231D///LOC388692	-1.1164544	5.49E-02
MLF1	1.2640006	5.49E-02
MFAP3L	1.3737073	5.49E-02
GPALPP1	0.7203333	5.49E-02
THRSP	-1.4356724	5.49E-02
FMO6P	-2.2672237	5.49E-02
SAE1	0.509372	5.49E-02
IFT27	-0.6378568	5.50E-02
HNRNPD	-0.6588215	5.50E-02
ZNF326	-0.5597806	5.50E-02
SLC16A4	1.2471228	5.50E-02
C14orf178	-1.3449751	5.51E-02
NFE4	-1.9179741	5.51E-02
CST6	2.2797907	5.51E-02
MEOX2	1.7237577	5.51E-02
LOC101930373///HYDIN2///HYDIN	-1.2294913	5.51E-02
GCDH	-0.4064582	5.51E-02
TLR4	0.662707	5.51E-02
GMPS	0.7260773	5.52E-02
RAB30	-0.7578501	5.52E-02
TFAP2C	2.0408189	5.52E-02
CTB-12O2.1	-1.4279956	5.52E-02
CNTROB	-1.2790092	5.53E-02
STAT3	0.4500056	5.54E-02
RFC4	0.6169418	5.54E-02
AUNIP	1.4179395	5.54E-02
GNAI3	0.5851437	5.54E-02
RNASEH1	0.6286636	5.54E-02
SHCBP1	0.8916382	5.55E-02
SRSF3	0.4952927	5.55E-02
TCEB1	0.5603258	5.55E-02
COL4A6	-1.5587155	5.55E-02
COL11A2	-0.4993771	5.55E-02
CCNB2	1.2983077	5.56E-02
HAO2	-1.8052046	5.56E-02
KERA	1.9073724	5.56E-02
PTGER4	-1.059417	5.56E-02
MTDH	0.5032827	5.57E-02
NMI	0.6289028	5.57E-02
MLLT11	1.3801286	5.57E-02
CLCNKB///CLCNKA	-1.5360471	5.59E-02
LINC00899	-1.4643454	5.59E-02
GGA2	-1.3839022	5.59E-02
PDLIM3	1.2997217	5.59E-02
ELK3	0.621223	5.60E-02
ZNF502	-0.9592634	5.60E-02
STK16	-1.1370525	5.60E-02
PHKA2	-0.5129487	5.60E-02
TNFRSF17	-2.9281704	5.60E-02
VGLL3	1.3534059	5.61E-02
BBS1	-1.8481751	5.63E-02
GATAD2A	-1.1320455	5.63E-02
MIR1908///FADS1	0.9403026	5.63E-02
FJX1	1.1012544	5.63E-02
TPD52L2	0.6855548	5.63E-02
ARHGEF37	-1.4824038	5.64E-02
TEX30	0.6874657	5.64E-02
SSMEM1	-1.0536607	5.64E-02
SLC5A9	-2.0721923	5.64E-02
DNAH1	-1.6499742	5.65E-02
ACE2	-2.4638137	5.65E-02
RNF187	-1.3523308	5.65E-02
UBE2Q2	0.8128949	5.65E-02
ELL2	-1.8346565	5.66E-02
RHOF	-0.5183599	5.67E-02
HSH2D	-0.9750128	5.67E-02
GCKR	-1.7483303	5.67E-02
C5	-1.4165108	5.68E-02
NAV1	1.0030189	5.68E-02
JAK1	-0.4802171	5.68E-02
UNC5B-AS1	-2.6930399	5.68E-02
LOC101930171///LOC101930165///LOC101929858///LOC101060464///TCEB3CL2///TCEB3CL///TCEB3C	-1.7689048	5.68E-02
FOSL2	-1.1149127	5.68E-02
IFT81	0.547576	5.68E-02
SNAPIN	0.4308081	5.68E-02
MFSD8	-0.5721007	5.69E-02
EMG1	0.4017449	5.69E-02
C1R	1.0470905	5.69E-02
DSG2	-0.656871	5.69E-02
ADSL	0.6234637	5.69E-02
PHLPP1	-0.6500787	5.70E-02
TMEM219	-0.4673224	5.70E-02
LOC283454///HRK	-1.6152995	5.70E-02
UCHL1	1.8449268	5.70E-02
KIAA1217	-0.6209075	5.70E-02
COBL	-0.7422232	5.71E-02
PSMA7	0.9294536	5.71E-02
ID4	-0.9891213	5.72E-02
NAP1L1	0.7193262	5.72E-02
ILF2	0.6289115	5.72E-02
KCND3	-1.5510554	5.72E-02
GAL	2.309534	5.72E-02
RPP40	0.9195628	5.72E-02
KIAA2026	-0.8535071	5.72E-02
NCAM1	-1.5906179	5.72E-02
CEP295	0.5904552	5.72E-02
MMP16	1.6483724	5.73E-02
LOC100505985	-1.3556935	5.74E-02
SGPP2	-1.050969	5.74E-02
UFM1	-0.4518625	5.74E-02
CDCA5	0.8643578	5.75E-02
KLRF1	-1.1967692	5.75E-02
ATP5G2	1.3664589	5.75E-02
C4orf19	-1.2386384	5.75E-02
TVP23C-CDRT4///CDRT4///TVP23C	-0.6375812	5.75E-02
SNRPD2	0.4810834	5.75E-02
VWA3B	-0.7979114	5.75E-02
EXOC3L2	-0.5626147	5.76E-02
OR51B2	-0.7290136	5.76E-02
S1PR2	0.6642411	5.77E-02
UPF3B	0.6930168	5.77E-02
CSTA	-1.3664651	5.77E-02
SEC23A	0.5047393	5.77E-02
N4BP1	-0.6041853	5.77E-02
DKK3	0.7314084	5.77E-02
NR6A1	-1.4398473	5.77E-02
FRY	-0.8742304	5.78E-02
PRKACB	-1.2441161	5.78E-02
SPHAR///RAB4A	-0.6701432	5.79E-02
PROKR2	-1.6758782	5.79E-02
KLF6	-0.5576918	5.80E-02
SSH3	-0.547462	5.80E-02
COL6A2	1.0863438	5.80E-02
LOC101927479	-0.8398372	5.81E-02
NCAPG	1.2582782	5.81E-02
SMIM7	-0.5843382	5.81E-02
QKI	0.7160833	5.81E-02
SNX2	-1.1196036	5.81E-02
ANKRD36BP2	-1.6369821	5.81E-02
FGF1	1.1827382	5.82E-02
GJB2	1.0872586	5.83E-02
KANSL3	0.4913544	5.83E-02
KLHL20	0.4228052	5.83E-02
LINC00244	-0.9206408	5.84E-02
MND1	0.8632924	5.84E-02
CENPV	-0.754647	5.84E-02
DOT1L	-0.5990351	5.84E-02
THBS3	0.839872	5.84E-02
BHMT	-2.1768813	5.84E-02
RBM27	-0.4130515	5.85E-02
AMN1	-0.8641088	5.85E-02
MAP7D2	-3.5275068	5.85E-02
PLA2G7	1.201619	5.85E-02
KBTBD2	0.4604531	5.85E-02
GRK4	-0.9799119	5.85E-02
LOC100233156///TEKT4P2///MAFIP	-1.2041303	5.85E-02
LINC01187	-1.3173984	5.85E-02
ANLN	1.4535559	5.85E-02
VCPIP1	0.7321742	5.86E-02
MIA3	-1.1104144	5.86E-02
PER3	-1.2360622	5.86E-02
TRMT112	0.4867903	5.86E-02
ECSCR	1.0504785	5.86E-02
TP53BP1	1.1502759	5.86E-02
MYRIP	-2.6318387	5.86E-02
MMP2	0.8693055	5.86E-02
ASAH1	-1.4194326	5.86E-02
TP53I11	1.4223931	5.87E-02
PSPC1	1.3428301	5.87E-02
PDCD2L	0.8769569	5.87E-02
STXBP1	0.6044612	5.87E-02
LINC01352	-2.0213377	5.88E-02
TMEM126B	0.5706959	5.88E-02
MIR6132///ST7-OT3///ST7	-0.4983777	5.88E-02
TRPM5	-0.7857914	5.88E-02
RBM46	-1.4827176	5.90E-02
CAMSAP3	-0.7653519	5.90E-02
SH3PXD2B	0.4904522	5.90E-02
DPY19L1	0.5487896	5.90E-02
ARHGAP24	-1.2269956	5.90E-02
LOC729680	0.9420646	5.90E-02
UBE2F	0.4288487	5.90E-02
KIAA1586	1.0227639	5.91E-02
ELMO2	-1.3159456	5.91E-02
LINC01088	-1.1310892	5.91E-02
MTMR14	-0.445493	5.91E-02
NUP50	-0.6463481	5.91E-02
SMCR8	-0.5288776	5.91E-02
LIN28B-AS1	-1.042719	5.91E-02
RPS23	-0.672853	5.91E-02
GRN	0.8204935	5.91E-02
PTRH1	0.6887859	5.92E-02
GNE	1.2896593	5.92E-02
LOC105378349	-1.1880058	5.92E-02
PNPLA4	-0.9859724	5.93E-02
DNAH6	-1.6771691	5.93E-02
C2orf27A	1.4061046	5.94E-02
MCM2	0.9444022	5.94E-02
CLPS	-0.7570396	5.95E-02
SDCCAG3	0.5511922	5.95E-02
TXN2	-0.4304783	5.96E-02
NIFK	0.7720575	5.96E-02
ALG10B///ALG10	-0.731159	5.96E-02
ZNF396	-0.8641843	5.96E-02
TPH2	-1.7875451	5.96E-02
HAUS6	0.7684518	5.96E-02
LBH	0.798514	5.97E-02
C5orf56	-0.7752522	5.97E-02
TMCC1	-1.2989983	5.97E-02
ZZEF1	-0.8336864	5.97E-02
SUSD4	-1.8563663	5.97E-02
PAIP2B	-1.9457404	5.98E-02
HOXB6	1.0792442	5.98E-02
ZNF211	-0.5009944	5.98E-02
UCK1	-0.8660513	5.98E-02
LOC101928521	-1.6679627	5.98E-02
S100A1	-1.4896661	5.98E-02
EBF4	-0.5764901	5.98E-02
TMEM92-AS1	-1.2031781	5.98E-02
PKDCC	2.0454308	5.99E-02
NEFH	1.61369	5.99E-02
LOC101927841	1.5760693	5.99E-02
IPO9	0.5006404	5.99E-02
RAB11B	0.7037658	5.99E-02
VIM	0.4969557	6.00E-02
SLC38A6	0.5148763	6.00E-02
KIF20B	0.8836653	6.00E-02
EVC	1.5556681	6.00E-02
MRPS18C	-0.6658132	6.00E-02
KLHL3	-0.8969658	6.00E-02
HBG2///HBG1	-1.4732927	6.00E-02
SLC7A11	-0.8872498	6.01E-02
FAM87B///FAM87A	-0.6429658	6.01E-02
PDCD6IP	-0.5925833	6.01E-02
ENTPD4	-0.5109779	6.01E-02
PDE6G	-0.8787493	6.02E-02
LOC101927768	-1.6176166	6.02E-02
DMRTC1B///DMRTC1	-1.359325	6.02E-02
TMEM30B	-1.2191619	6.02E-02
LOC105369662	-0.4873976	6.02E-02
TAF1D	0.4517356	6.03E-02
RFC3	1.1665787	6.03E-02
OVOL2	-0.881188	6.03E-02
PDCD4	-0.9390391	6.03E-02
CCDC78	1.3012027	6.03E-02
CDC25A	1.348821	6.03E-02
PSMB4	0.6690494	6.03E-02
CCDC88A	0.6609049	6.04E-02
ATP6V1B1	-1.3561908	6.04E-02
DBH	-1.0556425	6.04E-02
STK11	-0.44272	6.04E-02
TFCP2L1	-1.8036774	6.04E-02
STX17	-0.5067674	6.04E-02
ADAMTS9	1.3102231	6.04E-02
LEPR	-0.700812	6.04E-02
P2RX3	-1.3057768	6.05E-02
P4HA1	-1.8773608	6.05E-02
HIF1A	0.4814261	6.05E-02
PROSC	-0.4225714	6.06E-02
MIR4453///DKFZP434I0714	-0.6803835	6.06E-02
PPP1R13B	-0.4271938	6.07E-02
JUND	-0.526853	6.07E-02
LOC102725022	-0.9001702	6.07E-02
PLAC4	-1.0942667	6.07E-02
SEL1L3	-0.9799098	6.07E-02
KIF15	0.9600744	6.07E-02
TFPI	0.9873719	6.07E-02
FAM219B	0.445051	6.07E-02
MUM1L1	-2.1022325	6.07E-02
C1orf54	0.6482633	6.07E-02
LOC102724532///SP2-AS1	-0.5072906	6.07E-02
ERVK13-1	-0.5484792	6.08E-02
TNFAIP8	-0.9538598	6.08E-02
TSC22D1	-0.5302712	6.08E-02
MKLN1	-0.535972	6.08E-02
KCNK17	-0.8231217	6.08E-02
APOL5	-0.9674861	6.08E-02
NUP37	0.4608433	6.08E-02
LAMA5	1.2277781	6.08E-02
RAB21	-0.8976016	6.08E-02
DAB1-AS1	-2.0928804	6.08E-02
FAM69B	1.6371566	6.08E-02
VSX1	-1.9268433	6.08E-02
CBR3-AS1	-0.8130883	6.08E-02
TOX3	-1.4153626	6.08E-02
TYMS	0.7933135	6.09E-02
DNALI1	-1.1507546	6.09E-02
NRK	2.206063	6.10E-02
COX5A	-0.5595955	6.10E-02
PGAM5	-0.8898033	6.10E-02
LOC100240734	-1.0964726	6.10E-02
CCT6A	0.538278	6.10E-02
SNTA1	-0.6304593	6.10E-02
GSTA4	-1.0380162	6.10E-02
LMBRD1	-0.4724313	6.10E-02
PUF60	0.6030518	6.10E-02
EP300-AS1	-1.3973165	6.10E-02
RBFOX2	0.618032	6.10E-02
RNF103	-0.4738343	6.11E-02
CPSF3	0.6198802	6.11E-02
OR7E14P	-0.9817696	6.11E-02
LTB4R	1.09833	6.12E-02
LOC100128727///DGKI	1.6372173	6.12E-02
HMGN4	0.586147	6.13E-02
GET4	0.6985568	6.13E-02
C2CD5	-0.43087	6.13E-02
LINC01013	-1.7506539	6.14E-02
NAGPA	-0.6819298	6.14E-02
8-Mar	-0.6011247	6.14E-02
FAM20C	-1.4635244	6.14E-02
PTGS1	-1.0796991	6.15E-02
TFDP1	0.8165282	6.15E-02
CTIF	-0.8323391	6.15E-02
ING1	0.6074218	6.15E-02
WDR12	0.6206777	6.15E-02
FAM162A	-1.0747057	6.15E-02
RIOK3	-0.3913805	6.15E-02
ECI2	-0.9798532	6.15E-02
TMEM213	-1.9908111	6.15E-02
NXPH3	1.1742138	6.15E-02
MIR6785///TMEM94	-0.4314451	6.15E-02
SNX17	0.5139736	6.16E-02
MPRIP	-0.5768612	6.16E-02
PRF1	-0.4305863	6.16E-02
C1QTNF5///MFRP	1.0231195	6.17E-02
PRO1082	-0.6365946	6.17E-02
CNPY2	0.4454545	6.17E-02
LARP4B	-2.15677	6.17E-02
NIP7	0.6078503	6.17E-02
RPS14	-1.6309845	6.19E-02
PRR13	-0.5155502	6.19E-02
DKFZp434E1119	-0.8196959	6.20E-02
EHBP1	0.6128806	6.21E-02
HJURP	1.0951608	6.21E-02
C3orf67	1.9656649	6.23E-02
C5orf64	-1.7414367	6.24E-02
KCNK5	-0.8481672	6.24E-02
ZNF91	-1.2670647	6.24E-02
SRGAP2	0.5062269	6.24E-02
LOC101927523	-1.5280383	6.25E-02
ADAM17	0.5774282	6.25E-02
PIK3C2A	-0.4274277	6.25E-02
LOC100507537	-0.8198284	6.25E-02
MIR8072///LOC100293704	-0.8802985	6.25E-02
PDZD3	-2.0892123	6.25E-02
PPM1G	0.6860838	6.25E-02
ANGPTL2	1.1148123	6.25E-02
AGBL1	-1.7556318	6.25E-02
TPBG	1.3792244	6.25E-02
ANAPC11	0.4988435	6.25E-02
SALL1	-1.5435019	6.25E-02
CARNS1	-2.2853142	6.25E-02
SPATA17	1.1585744	6.25E-02
HILPDA	0.7527045	6.25E-02
FAM107A	-0.93181	6.25E-02
FXYD5	1.2294888	6.26E-02
SDHC	0.5441063	6.26E-02
NOL11	0.4964211	6.26E-02
HIPK4	-0.6997483	6.26E-02
RBM17	0.7002272	6.27E-02
HOXA13	4.1299832	6.27E-02
MRPL47	0.4414693	6.27E-02
ABCC3	-1.117651	6.27E-02
TGFB1I1	0.9271951	6.28E-02
IER5L	0.9620956	6.28E-02
ADARB1	-1.2422262	6.29E-02
RBL2	-0.5223464	6.29E-02
MIB2	1.3965658	6.29E-02
FABP6	-1.4699931	6.30E-02
HFE2	-1.1860714	6.30E-02
SNRNP200	0.4552942	6.30E-02
G6PC3	1.4371579	6.30E-02
UBE3A	-1.64679	6.30E-02
CLINT1	-0.681743	6.30E-02
FRG1JP	-0.9159032	6.30E-02
DCAF1	-0.6127157	6.31E-02
ATG4D	-0.5843243	6.31E-02
DERL1	0.8794185	6.31E-02
RTP1	-1.1979846	6.31E-02
PRSS12	-1.0447429	6.31E-02
MPDU1	-0.656351	6.31E-02
GPR21	-1.0013548	6.32E-02
GDPD5	1.9075472	6.32E-02
ANAPC7	0.3809453	6.32E-02
MEIS1	1.0285446	6.32E-02
LOC158434	-1.4283244	6.32E-02
FAM107B	-1.2509505	6.32E-02
POM121L2	-0.8011944	6.32E-02
DNM1	1.0400128	6.32E-02
ABCE1	0.4667183	6.32E-02
GPX4	0.5334949	6.32E-02
MAGED2	0.557644	6.32E-02
TIFA	-0.8573134	6.32E-02
KLF3	-0.6469136	6.33E-02
C12orf50	-1.7120808	6.33E-02
PLPP4	1.9488805	6.34E-02
RASIP1	-0.8342872	6.34E-02
GGTLC1	-0.6158468	6.34E-02
RBFOX1	-1.458656	6.34E-02
TMEM27	-1.5407056	6.35E-02
SLC45A4	-0.703493	6.35E-02
OBFC1	-0.6201	6.35E-02
CPNE2	0.7184356	6.36E-02
IQCH-AS1	-0.6613562	6.36E-02
VAMP1	1.1621621	6.36E-02
VAC14	1.0291976	6.36E-02
ZCRB1	-0.4054696	6.37E-02
SNORA64///RPS2	0.8546409	6.37E-02
SIM2	-0.9028915	6.37E-02
MS4A2	-1.1823725	6.37E-02
SLC41A1	-0.6466727	6.37E-02
RAB40B	-0.6071531	6.38E-02
NCAPH	1.1111653	6.38E-02
CDK2	0.4590279	6.39E-02
SLC22A8	-1.1286365	6.39E-02
ST20-MTHFS///MTHFS	-0.7441804	6.41E-02
ATG4A	-0.6309035	6.41E-02
SYTL5	-3.2936393	6.42E-02
RUNX1T1	1.7854117	6.42E-02
CAT	-0.6156557	6.42E-02
TPX2	1.2733853	6.42E-02
DHRS1	-0.5256806	6.42E-02
LOC100128281	-0.6886976	6.42E-02
ARL2	0.4483859	6.42E-02
DAPK3	-0.555516	6.42E-02
CTBS	-0.7825397	6.42E-02
MDC1	0.6888492	6.42E-02
ZNF639	0.3894341	6.42E-02
CRNN	-1.8097647	6.42E-02
HOXC11	1.5203643	6.42E-02
C9orf172	-1.2811159	6.42E-02
HHLA3	-0.6232142	6.42E-02
OLIG1	-0.95611	6.42E-02
SNRPD3	0.5134366	6.43E-02
PRDM8	-0.4902249	6.44E-02
ATP1A1-AS1	-1.1287771	6.44E-02
MYH7	-1.3878628	6.44E-02
RPL8	0.4023101	6.44E-02
FZD7	1.0087755	6.44E-02
SIK1	-0.9350806	6.44E-02
SEH1L	0.8680877	6.44E-02
SBF2-AS1	1.2477535	6.44E-02
ZNF480	-0.462203	6.45E-02
AKAP13	-0.4889724	6.45E-02
LINC01268	-0.9984187	6.46E-02
ATAD3B	-2.0795691	6.46E-02
PRR22	-0.9669135	6.46E-02
LOC101929272	-2.5778264	6.46E-02
TRPV2	0.6578675	6.46E-02
KIF4A	1.3221141	6.46E-02
NEURL1	-1.5528959	6.46E-02
C3orf80	1.1651305	6.47E-02
COX2	-0.3706605	6.47E-02
GSN	-0.9566584	6.47E-02
PCCB	-1.4662753	6.47E-02
COQ7	-0.4441036	6.49E-02
IL1RL1	-1.5343705	6.49E-02
RPS11	-0.3911767	6.50E-02
DENND5A	0.7710882	6.50E-02
NR2F2	-1.0922927	6.50E-02
SLU7	-0.4714461	6.50E-02
GABRB3	-1.8493084	6.51E-02
TMC4	-1.0259002	6.51E-02
PTPRZ1	-2.907832	6.51E-02
MTMR12	-0.5920055	6.52E-02
SNRPC	0.7635656	6.52E-02
CHST1	0.683191	6.52E-02
NOP16	0.6729577	6.52E-02
NOBOX	-1.6817858	6.52E-02
TCF4	0.6972449	6.52E-02
RNF114	0.8016244	6.52E-02
VPS53	-1.1311256	6.52E-02
KIF23	1.3988223	6.52E-02
TMEM86B	-0.6338043	6.52E-02
MIR100HG	1.3173676	6.52E-02
PPP1R11	-0.524935	6.53E-02
PTPRN2	-1.3704445	6.54E-02
NCL	0.5296465	6.54E-02
LOC151760	-1.7977387	6.54E-02
LRRC38	-1.4060731	6.54E-02
SF3B2	0.4569241	6.54E-02
HSD11B1L	-1.7262433	6.54E-02
PGK1	0.5725665	6.55E-02
CHRNA5	1.2716387	6.55E-02
CCDC13	-0.7429066	6.55E-02
ANKRD10	0.6520358	6.56E-02
CDH1	-1.0601895	6.56E-02
LOC100130111	-1.4023788	6.56E-02
PCDHB7	1.376402	6.56E-02
TAGLN	1.2601056	6.56E-02
BRS3	-1.2903967	6.56E-02
TNFRSF11B	1.9378428	6.56E-02
AKAP14	1.8853782	6.56E-02
EPHB2	2.7101226	6.56E-02
RGS16	1.0572837	6.56E-02
IBSP	2.6623847	6.56E-02
TJP3	-0.7707502	6.56E-02
IL23R	-1.7654472	6.57E-02
UPB1	-1.5860831	6.57E-02
GAS2L3	0.723233	6.57E-02
CNPPD1	-0.3171788	6.57E-02
IGHM	-2.9745881	6.57E-02
PAXBP1	-0.4144798	6.57E-02
HPN	-1.307186	6.57E-02
HEXIM1	-1.1950577	6.58E-02
MAP1LC3B2	-1.5834188	6.58E-02
LOC100996583	-1.2121372	6.59E-02
PARPBP	1.126882	6.59E-02
CTU2	-1.2774632	6.59E-02
IGSF6	0.8309233	6.59E-02
ELL	-0.6217802	6.59E-02
RALGAPA2	-0.5617058	6.59E-02
SLC30A1	-1.2587113	6.59E-02
NUDT5	0.5198682	6.59E-02
LINC00957	-1.2727276	6.60E-02
VIPR1	-1.3099185	6.60E-02
PLA2G12A	-0.4957337	6.60E-02
FKSG49	-0.47778	6.60E-02
RRP36	0.4887358	6.60E-02
CENPK	0.8142037	6.60E-02
LOC101928632	-1.2045212	6.61E-02
DEFB4B///DEFB4A	-3.0772225	6.61E-02
PAOX	-0.6313141	6.62E-02
FGFR1	0.5418707	6.62E-02
IL32	1.920368	6.62E-02
HUWE1	-0.3820605	6.62E-02
SOX17	0.9197914	6.62E-02
BRAF	-0.5341209	6.62E-02
HRC	-1.3517622	6.62E-02
LINC00557	-1.5800525	6.62E-02
ZC3H7B	-0.4039425	6.62E-02
TSKU	-0.5098258	6.62E-02
ZNF395	-0.4534824	6.63E-02
OMA1///DAB1	-0.554391	6.63E-02
COPB2	-0.9688263	6.63E-02
LOC101930405	-1.6214152	6.63E-02
AP2M1	0.4949644	6.63E-02
NREP	1.1040923	6.63E-02
TCF25	-0.3343993	6.63E-02
STK17A	-0.6837898	6.63E-02
INF2	-0.5480256	6.64E-02
LOC729324	-1.2364003	6.64E-02
CFAP97	0.4066827	6.65E-02
FAM122A	-0.4932727	6.65E-02
IP6K3	-0.8809882	6.65E-02
LCNL1	-0.7458468	6.65E-02
TP63	-1.5115823	6.65E-02
PFKFB2	-0.9390614	6.65E-02
RNLS	-1.197697	6.65E-02
PUSL1	0.6579877	6.66E-02
PHKB	-0.5127461	6.66E-02
AQP3	-0.8726868	6.67E-02
HOPX	-1.9577995	6.67E-02
FSD2	-1.740542	6.67E-02
SH2B3	0.5514963	6.68E-02
CRIP1	1.070455	6.68E-02
DUOX2	-2.3106919	6.68E-02
TMX2-CTNND1///CTNND1	-0.5735767	6.68E-02
LOC101928457	-1.2190842	6.68E-02
SPCS3	-0.5947734	6.69E-02
EZH1	-0.712161	6.69E-02
IFRD1	-0.5445736	6.69E-02
DEPDC1	1.2357367	6.70E-02
C2orf72	-0.6114861	6.70E-02
C12orf42	-0.8833364	6.70E-02
DOCK4	0.804453	6.70E-02
LOC102723757	-1.5451576	6.70E-02
LOC145845	-1.5656465	6.70E-02
SUN1	-0.4082069	6.70E-02
SUGT1	0.6857344	6.70E-02
PLCXD3	-2.3478218	6.70E-02
SHOX2	2.1735333	6.71E-02
PSMC3IP	0.558921	6.71E-02
MST1	-1.065155	6.71E-02
ANXA2P1	1.0150347	6.71E-02
CKLF-CMTM1///CKLF	0.6014351	6.72E-02
SLC52A2	0.4521053	6.72E-02
ANXA6	0.7673604	6.72E-02
IL1R2	-2.4937886	6.72E-02
ZNF287	-0.9952121	6.72E-02
MCF2	-1.3269991	6.72E-02
CRIP2	0.6946876	6.72E-02
GUK1	-0.6791424	6.72E-02
DYRK1B	-1.5255751	6.73E-02
UNC79	-1.9478547	6.73E-02
CLEC4A	1.0145235	6.73E-02
LMNB2	1.0123743	6.73E-02
BID	0.5965497	6.73E-02
EHD3	0.5984922	6.73E-02
LETM2	-0.6803587	6.73E-02
CUX1	-0.4582889	6.73E-02
FAM71A	-0.9368614	6.73E-02
XPO5	0.7349758	6.73E-02
ANKDD1A	1.2508319	6.73E-02
GNAT1	-1.4951158	6.74E-02
HIST1H4E	1.1774228	6.74E-02
C5orf45	-0.562993	6.74E-02
LOC102724562///MST1L///MST1P2///MST1	-1.4011129	6.74E-02
LOC100379224	-0.8873647	6.75E-02
RGS12	-0.7885058	6.75E-02
NAA15	0.5849714	6.75E-02
CLCN3	-0.5692312	6.76E-02
GTF2H3	0.5045941	6.76E-02
OR6B1	-1.4961914	6.76E-02
ITGB8	0.9705044	6.76E-02
NBEAL2	-1.8997098	6.76E-02
TIPRL	0.4372398	6.76E-02
ERP44	-0.6476625	6.77E-02
DYRK3	-1.4237503	6.77E-02
OSR2	0.974264	6.77E-02
CLCC1	-0.4352782	6.77E-02
CALM3///CALM2///CALM1	-0.7452388	6.77E-02
KIAA1654	1.4574126	6.77E-02
ACSS1	-0.9672987	6.78E-02
ALDOC	-0.6629481	6.79E-02
LPAR2	-0.871242	6.79E-02
GNB5	1.2984495	6.79E-02
RNF169	0.4842628	6.79E-02
ICE2	0.9401399	6.79E-02
AGPAT3	-0.7947887	6.79E-02
ALOX5AP	0.8922046	6.80E-02
INA	-1.3639238	6.81E-02
LIPH	-1.541832	6.81E-02
MDH1	-0.6725477	6.81E-02
PSMC3	0.4785059	6.81E-02
MAPK3	-0.4841964	6.81E-02
SULT1E1	-1.4558048	6.81E-02
BAD	-0.4936373	6.81E-02
NAP1L4	0.9998001	6.81E-02
NANS	-0.6633151	6.82E-02
PSMD4	0.5326532	6.82E-02
ARG1	-1.4565392	6.82E-02
WNT4	-1.2734459	6.83E-02
WBP4	0.5734349	6.83E-02
OSBPL10	0.4259564	6.83E-02
RGAG1	-1.2012382	6.83E-02
SLC9A2	-2.0438923	6.84E-02
GXYLT2	1.226444	6.84E-02
TLR2	0.9962782	6.84E-02
SERINC2	-1.3905582	6.84E-02
HNRNPM	0.5355468	6.85E-02
NGEF	-0.8124893	6.85E-02
HTR4	-1.6317669	6.86E-02
LIN52	-0.6655494	6.86E-02
SNORA29///TCP1	0.5784862	6.86E-02
SLC20A1	0.5771694	6.86E-02
NKAP	0.4632699	6.86E-02
KCNAB1	-1.1660648	6.86E-02
WDTC1	-0.3677086	6.86E-02
POU2AF1	-2.5008027	6.86E-02
C10orf10	1.1123789	6.87E-02
THAP6	-0.6017605	6.87E-02
KIAA1522	-0.7563523	6.88E-02
C10orf54	-0.5956976	6.88E-02
PSMD7	0.447691	6.88E-02
WDR46	0.5601645	6.89E-02
MCM6	0.6030092	6.89E-02
HECW2	0.6912423	6.89E-02
KRT24	-1.8378337	6.89E-02
UPRT	-0.593279	6.89E-02
RABEPK	0.5539089	6.89E-02
TOP1MT	0.609951	6.89E-02
TMEM178B	1.1959983	6.89E-02
ARFIP1	-0.4833926	6.89E-02
IL13RA1	0.7590873	6.89E-02
CPSF2	0.3746987	6.89E-02
CYLC1	-1.1480465	6.90E-02
TFF1	-4.2298538	6.90E-02
RRAGD	1.0559606	6.90E-02
PRR11	1.0320233	6.90E-02
GOSR2	-1.0605323	6.90E-02
CDNF	-0.9078375	6.90E-02
RAB3D	-0.8763362	6.91E-02
TSPAN31	-0.5013956	6.91E-02
SLC39A11	-0.7478788	6.92E-02
NUP160	0.5364295	6.92E-02
MELK	1.4567672	6.93E-02
C1orf53	1.7340377	6.94E-02
GLUL	-1.3382351	6.94E-02
FCN1	-0.8549779	6.94E-02
FAM189A2	-1.6685268	6.94E-02
USP48	-0.5290504	6.95E-02
RASGRF2	0.6733714	6.95E-02
NDUFV1	-0.6067252	6.95E-02
LOC100288798	-1.1116937	6.95E-02
