Label	logFC	FDR
 C6orf125 	0.47509696	9.20E-03
 C9orf3 	0.38755751	9.20E-03
 LIN37 	0.41153247	9.21E-03
 MED21 	0.5910786	9.23E-03
 SLC17A4 	0.62071462	9.23E-03
 SLC35D2 	0.5573928	9.24E-03
 SFMBT1 	0.39612987	9.25E-03
 DDB2 	0.42465864	9.25E-03
 GLT8D2 	0.65966293	9.27E-03
 PABPN1 	0.45172022	9.28E-03
 SLC19A3 	0.93763549	9.29E-03
 FAM104A 	0.43384071	9.30E-03
 DPH5 	0.53147107	9.30E-03
 MIER3 	0.47574664	9.31E-03
 SLFN12 	0.52809851	9.31E-03
 RBFOX2 	0.46435978	9.31E-03
 HCFC1 	0.37338653	9.31E-03
 C11orf58 	0.46726109	9.32E-03
 KIAA1949 	0.38975096	9.32E-03
 MUM1L1 	-0.47044498	9.33E-03
 CALCOCO2 	0.5620336	9.33E-03
 ABI3 	0.44040496	9.34E-03
 POLR3H 	0.35879222	9.37E-03
 PCDH1 	0.37604284	9.37E-03
 LEPR 	-0.68488313	9.38E-03
 IGSF8 	0.33804931	9.38E-03
 C7orf70 	0.40897149	9.41E-03
 PLEKHF1 	0.50108993	9.41E-03
 METTL8 	0.52987973	9.46E-03
 RASA1 	0.46984324	9.48E-03
 KLHL12 	0.40434271	9.48E-03
 GUCY1B3 	0.67578153	9.48E-03
 NOD1 	0.44385553	9.49E-03
 RASGRP1 	0.50597856	9.50E-03
 BTBD9 	0.44605996	9.51E-03
 FLT1 	0.47748233	9.51E-03
 BBS7 	0.50005973	9.52E-03
 RGMB 	-0.52832207	9.52E-03
 IL1RN 	0.67254487	9.52E-03
 KIAA1632 	0.44930371	9.53E-03
 CHDH 	0.41732624	9.57E-03
 ZNF555 	0.42860647	9.57E-03
 SLC35E3 	0.44243896	9.58E-03
 TCF4 	0.522962	9.58E-03
 USP3 	0.47961584	9.58E-03
 PRH2 	-0.43699774	9.58E-03
 ARL4C 	0.43580053	9.60E-03
 DDX19B 	0.41464722	9.60E-03
 DAD1 	0.60625076	9.61E-03
 DOK4 	0.45619778	9.62E-03
 ELK1 	0.39246153	9.66E-03
 SNX33 	0.41907147	9.68E-03
 ERG 	0.51803936	9.70E-03
 SDCCAG3 	0.385195	9.71E-03
 SPRYD4 	0.43947096	9.74E-03
 TUBA1B 	0.70775395	9.74E-03
 IMPACT 	0.57092216	9.75E-03
 SPICE1 	0.4536378	9.75E-03
 SERPINB3 	0.62253298	9.75E-03
 MRPL46 	0.55853387	9.75E-03
 PUM2 	0.47381051	9.76E-03
 HMGCS1 	0.51801409	9.79E-03
 XYLT2 	-0.48387387	9.82E-03
 MLLT4 	0.46936684	9.89E-03
 CBARA1 	0.47575598	9.89E-03
 DBT 	-0.57311373	9.89E-03
 SMYD2 	0.43430851	9.89E-03
 SCFD2 	0.47361413	9.89E-03
 YAF2 	0.46997551	9.90E-03
 HOXB2 	0.44897476	9.93E-03
 CARS 	0.40958607	9.93E-03
 SF3B5 	0.5567738	9.93E-03
 TMEM141 	0.52333076	9.95E-03
 DDX54 	0.32974382	9.98E-03
 MGST2 	0.45769213	9.99E-03
 CCNY 	0.39761693	1.00E-02
 EREG 	0.58719331	1.00E-02
 SLC35A4 	0.46735102	1.00E-02
 NOL12 	0.34375196	1.00E-02
 GORASP1 	0.4785644	1.00E-02
 CLDND1 	0.54870451	1.00E-02
 MEPCE 	0.36437689	1.01E-02
 AXIN1 	0.37587038	1.01E-02
 POLR3E 	0.37121873	1.01E-02
 ERCC6 	0.44632404	1.01E-02
 GMPPA 	0.39342022	1.01E-02
 TRIM22 	0.60506542	1.01E-02
 TNIK 	0.49468469	1.01E-02
 IFITM2 	0.42107953	1.01E-02
 CCNJ 	0.45523931	1.02E-02
 TBP 	0.42586896	1.02E-02
 SETD2 	0.44352318	1.02E-02
 SEC14L2 	0.45819813	1.02E-02
 SYNJ1 	0.48005629	1.02E-02
 C17orf53 	0.41174362	1.02E-02
 FLII 	0.37840489	1.02E-02
 ZCCHC8 	0.40844024	1.02E-02
 USP34 	0.54382162	1.02E-02
 PRKAR1A 	0.47917849	1.02E-02
 ARL3 	0.49140307	1.02E-02
 ANO5 	-0.70638636	1.03E-02
 UBL7 	0.39097771	1.03E-02
 PIGG 	0.3806386	1.03E-02
 FBXO7 	0.47395889	1.03E-02
 RASSF2 	0.51737271	1.03E-02
 SLC16A14 	0.44777636	1.03E-02
 TNFAIP3 	0.53771036	1.03E-02
 ARHGEF12 	0.47100813	1.04E-02
 SLC25A44 	0.43316664	1.04E-02
 TMCO6 	0.35154884	1.04E-02
 ATP5C1 	0.49385424	1.04E-02
 WDR6 	0.4077854	1.04E-02
 NLK 	0.40979442	1.04E-02
 TBC1D20 	0.43458071	1.04E-02
 SPANXE 	-0.4427534	1.04E-02
 GHR 	-0.7859426	1.04E-02
 TMEM102 	0.39393184	1.04E-02
 PHYHD1 	-0.46602136	1.04E-02
 ZNF12 	0.46760344	1.04E-02
 APITD1 	0.43230993	1.04E-02
 RBM10 	0.37375609	1.05E-02
 METTL9 	0.44082471	1.05E-02
 EPN3 	-0.42505789	1.05E-02
 MEAF6 	0.45813418	1.05E-02
 RAB2B 	0.43309542	1.05E-02
 C6orf47 	0.38201867	1.06E-02
 RASA2 	0.47836987	1.06E-02
 CPT1A 	0.45300144	1.06E-02
 ZCCHC7 	0.39446624	1.06E-02
 UTP3 	0.43076942	1.06E-02
 SUPT7L 	0.43074458	1.06E-02
 PKP3 	0.38063989	1.06E-02
 RPS24 	0.75686604	1.06E-02
 VPS13A 	0.52011036	1.06E-02
 PRIMA1 	-0.51201149	1.06E-02
 DCAF10 	0.43093276	1.07E-02
 ZNF250 	0.42990422	1.07E-02
 SQRDL 	0.49774889	1.07E-02
 KRT5 	0.52683422	1.07E-02
 TROAP 	0.36806818	1.07E-02
 KIAA0040 	0.49147716	1.07E-02
 CDHR3 	-0.56888929	1.07E-02
 YTHDF2 	0.33304498	1.08E-02
 TFCP2L1 	-0.59325596	1.08E-02
 DYNLL1 	0.71449876	1.08E-02
 ZNF337 	0.46783984	1.08E-02
 GOLPH3 	0.38578847	1.08E-02
 UPF1 	0.39555936	1.08E-02
 ZDHHC1 	0.39129782	1.08E-02
 NFATC3 	0.42472178	1.08E-02
 CHMP4C 	0.47251338	1.08E-02
 SUN1 	0.41777778	1.08E-02
 RPP21 	0.44500436	1.09E-02
 LACTB 	0.48730709	1.09E-02
 KIAA1324L 	0.57240356	1.09E-02
 PRPF39 	0.47142844	1.09E-02
 PIK3C2A 	0.45940807	1.09E-02
 EAF1 	0.3744872	1.09E-02
 ZNF681 	0.47642512	1.09E-02
 ERCC3 	0.41100178	1.09E-02
 PVRL2 	0.41240569	1.09E-02
 LAPTM4A 	0.49847551	1.09E-02
 EGR2 	0.55059933	1.10E-02
 NOB1 	0.54329616	1.10E-02
 LRRC8C 	0.44554664	1.10E-02
 MTHFSD 	0.38332024	1.10E-02
 TNFRSF17 	-0.90329951	1.10E-02
 ALG11 	0.49007433	1.10E-02
 KRT19 	0.70117647	1.10E-02
 MSL2 	0.3830662	1.10E-02
 ANXA11 	0.43941242	1.10E-02
 PPP2R3A 	-0.55936822	1.11E-02
 FASTKD2 	0.48462402	1.11E-02
 TTC39B 	0.43722789	1.11E-02
 SLC25A22 	0.41271691	1.11E-02
 NARF 	0.38272551	1.11E-02
 DIS3L 	0.43116056	1.11E-02
 TAOK3 	0.47225651	1.11E-02
 FABP4 	-1.3690592	1.11E-02
 AP4M1 	0.39037622	1.11E-02
 UBC 	0.54404862	1.11E-02
 HSPA13 	0.55259869	1.11E-02
 C6orf106 	0.38366693	1.11E-02
 CCDC55 	0.51426304	1.12E-02
 KCTD3 	0.48920998	1.12E-02
 HOXB3 	0.38562662	1.12E-02
 BCL7C 	0.37405171	1.12E-02
 G3BP2 	0.47054731	1.12E-02
 AIFM2 	0.38616247	1.12E-02
 CCND1 	0.4416274	1.12E-02
 USF1 	0.39452609	1.12E-02
 RNH1 	0.37245469	1.13E-02
 CDC40 	0.46293367	1.13E-02
 FTO 	0.47374029	1.13E-02
 DHX38 	0.3745918	1.13E-02
 MYO1F 	0.41000611	1.13E-02
 CLDN18 	-1.05280533	1.13E-02
 ZNF45 	0.46676256	1.13E-02
 SON 	0.5667958	1.13E-02
 C12orf49 	0.51113682	1.13E-02
 BRWD1 	0.47815482	1.13E-02
 CSRNP2 	0.45764993	1.13E-02
 EPYC 	0.56188793	1.14E-02
 NUBP1 	0.50884727	1.14E-02
 RAPH1 	0.39948416	1.14E-02
 GUCY1A3 	0.67503389	1.14E-02
 PPIP5K1 	0.40312049	1.14E-02
 OCRL 	0.46470047	1.14E-02
 HLTF 	0.4929952	1.14E-02
 HPDL 	0.48843058	1.14E-02
 RNF2 	0.52390424	1.14E-02
 PLEKHA5 	0.52025162	1.14E-02
 SLC12A7 	0.39531944	1.14E-02
 CCL13 	0.6776418	1.14E-02
 KIAA1310 	0.38728662	1.14E-02
 MAPK1 	0.46774373	1.14E-02
 TYK2 	0.34231224	1.14E-02
 KLF13 	0.45586391	1.14E-02
 DLG1 	0.4450892	1.15E-02
 DUT 	0.45869582	1.15E-02
 TNS3 	0.38247147	1.15E-02
 QPCTL 	0.33845684	1.15E-02
 C20orf29 	0.38706784	1.15E-02
 ATP5B 	0.45125087	1.16E-02
 GPKOW 	0.33418458	1.16E-02
 BCL6B 	0.40184098	1.16E-02
 SALL4 	0.46178953	1.16E-02
 RBM19 	0.40088144	1.16E-02
 SLC12A9 	0.34621844	1.16E-02
 ZNF451 	0.50403989	1.17E-02
 MAPRE2 	0.45799387	1.17E-02
 TRIP4 	0.50395016	1.17E-02
 ATP5S 	0.41997433	1.17E-02
 MPZL2 	0.50462727	1.17E-02
 MRPL15 	0.35868022	1.17E-02
 KIF1B 	0.43353707	1.17E-02
 ARHGEF3 	0.43385227	1.17E-02
 MIOS 	0.48169671	1.17E-02
 PTPRB 	0.5093292	1.17E-02
 AHI1 	0.53574607	1.17E-02
 DLST 	0.43524687	1.18E-02
 C10orf137 	0.43392542	1.18E-02
 SSH1 	0.34840733	1.18E-02
 DENND1A 	0.39027842	1.18E-02
 CECR1 	0.51508724	1.18E-02
 CHD1 	0.49375838	1.18E-02
 RYR2 	-0.54553298	1.18E-02
 SUCNR1 	0.48155006	1.18E-02
 LTBP2 	0.41497564	1.19E-02
 PRPF8 	0.45323593	1.19E-02
 GFOD2 	0.37199344	1.19E-02
 KIAA1468 	0.47792278	1.19E-02
 ZNF286A 	0.56281053	1.19E-02
 ADAM22 	0.51249222	1.20E-02
 RASA3 	0.460489	1.20E-02
 FARP1 	0.40234936	1.20E-02
 KLHL8 	0.48193562	1.20E-02
 GATAD1 	0.36678547	1.20E-02
 CEP290 	0.52596744	1.20E-02
 ALDH6A1 	-0.59970447	1.20E-02
 NUP50 	0.34664138	1.20E-02
 GMFG 	0.55835993	1.20E-02
 EPB41L4B 	-0.47372209	1.20E-02
 GJA1 	0.75067433	1.21E-02
 KIAA0664 	0.3706276	1.21E-02
 INPP5D 	0.43113211	1.21E-02
 CMPK1 	0.47413796	1.21E-02
 CDK5RAP1 	0.43137802	1.21E-02
 TMEM204 	0.47960129	1.21E-02
 ATP1A2 	-0.5592952	1.21E-02
 BSG 	0.49986713	1.21E-02
 ANKHD1-EIF4EBP3 	0.42061536	1.21E-02
 RXRB 	0.35478824	1.21E-02
 AASDHPPT 	0.38986493	1.21E-02
 HTATIP2 	0.5200136	1.21E-02
 SLC1A3 	0.49118262	1.22E-02
 WRN 	0.47177833	1.22E-02
 KIAA0355 	0.41817511	1.22E-02
 C11orf73 	0.49061622	1.22E-02
 ADRA1A 	-0.42334031	1.22E-02
 KLK10 	0.47050342	1.22E-02
 ANKRD13C 	0.44159829	1.22E-02
 PCDHB6 	0.47403211	1.22E-02
 ZNF335 	0.36251784	1.22E-02
 KCMF1 	0.36808767	1.22E-02
 ITPKA 	-0.44823584	1.22E-02
 WHSC1L1 	0.45554993	1.22E-02
 TCTN1 	0.45062087	1.22E-02
 RRAGB 	0.46445958	1.22E-02
 ZNF192 	0.41957076	1.22E-02
 USP8 	0.47060542	1.22E-02
 ADPRHL2 	0.40239384	1.23E-02
 PIGS 	0.37883869	1.23E-02
 MGC72080 	0.63678516	1.23E-02
 C20orf7 	0.45507831	1.23E-02
 OSR2 	0.45677789	1.23E-02
 SESTD1 	0.52723378	1.23E-02
 ERCC5 	0.44433133	1.23E-02
 CIR1 	0.50121982	1.23E-02
 PHLDA2 	0.40480236	1.24E-02
 MYRIP 	-0.47417269	1.24E-02
 MKS1 	0.38973747	1.24E-02
 HRH2 	-0.43446569	1.24E-02
 C14orf169 	0.34662976	1.24E-02
 EPDR1 	0.45102747	1.24E-02
 ADRA2A 	0.48055622	1.24E-02
 MFSD3 	0.35170527	1.24E-02
 RPS25 	0.5250442	1.24E-02
 C2orf44 	0.40986069	1.24E-02
 ZCCHC9 	0.3551106	1.25E-02
 TGFB3 	0.62775327	1.25E-02
 C9orf102 	0.47606191	1.25E-02
 BHMT 	-0.43270989	1.25E-02
 RNF167 	0.36842351	1.25E-02
 IPO13 	0.37373433	1.25E-02
 GADD45GIP1 	0.34735964	1.25E-02
 PPP2CA 	0.52311402	1.25E-02
 CDK9 	0.3928938	1.25E-02
 C13orf29 	0.4392492	1.25E-02
 BNIP2 	0.58379004	1.25E-02
 FAM96A 	0.58073629	1.25E-02
 SCIN 	-0.65215264	1.26E-02
 B3GNT6 	-0.42851978	1.26E-02
 TMEM180 	0.37690822	1.26E-02
 LMAN1 	0.48806693	1.26E-02
 UBXN7 	0.376879	1.26E-02
 C1orf151 	0.38014727	1.26E-02
 C1orf51 	-0.41162722	1.26E-02
 FYB 	0.58673231	1.26E-02
 GTF2F1 	0.34700069	1.26E-02
 NR1I2 	0.56901096	1.26E-02
 GPRIN3 	0.4382746	1.27E-02
 MAP3K8 	0.43791738	1.27E-02
 UBP1 	0.32817931	1.27E-02
 COX7A2L 	0.44707809	1.27E-02
 ZNF584 	0.43598767	1.27E-02
 YIPF5 	0.50019216	1.27E-02
 KCNIP4 	-0.47220078	1.27E-02
 EFNA4 	0.41077358	1.27E-02
 AMPD1 	-0.62149918	1.28E-02
 KHK 	0.60852738	1.28E-02
 DCK 	0.43736184	1.28E-02
 REST 	0.37830793	1.28E-02
 HP1BP3 	0.45206613	1.28E-02
 SYNCRIP 	0.35350029	1.29E-02
 OR51E1 	0.41670456	1.29E-02
 TMEM144 	0.64715993	1.29E-02
 TPT1 	0.56365391	1.29E-02
 RAB11A 	0.49806307	1.29E-02
 QTRT1 	0.36159931	1.29E-02
 HDAC3 	0.37474676	1.29E-02
 ETV1 	0.52997391	1.29E-02
 VPS4B 	0.48457607	1.29E-02
 RPS14 	0.43896622	1.29E-02
 SPSB1 	0.44428707	1.29E-02
 C1RL 	0.39682529	1.29E-02
 C15orf41 	0.45697444	1.30E-02
 DARS 	0.616789	1.30E-02
 B4GALT2 	0.34479071	1.30E-02
 STX7 	0.52003258	1.30E-02
 USP33 	0.49229456	1.30E-02
 UHRF2 	0.42921498	1.31E-02
 OR51F1 	-0.39750747	1.31E-02
 MRPL38 	0.36309364	1.31E-02
 MPRIP 	0.5121526	1.31E-02
 LSR 	0.48076291	1.31E-02
 TRPS1 	0.53164231	1.31E-02
 SLC19A1 	0.360843	1.31E-02
 USP28 	0.46493462	1.31E-02
 ARNTL 	0.49601496	1.31E-02
 N6AMT1 	0.41129276	1.32E-02
 B3GALT6 	0.34337062	1.32E-02
 ATP6V0D2 	0.41214393	1.32E-02
 SPATA13 	0.39239998	1.32E-02
 CRTAP 	0.44092847	1.33E-02
 C6orf174 	-0.74688371	1.33E-02
 C1orf63 	0.48171667	1.33E-02
 LRIG2 	0.42571011	1.33E-02
 SLC6A16 	-0.376143	1.33E-02
 FNDC3B 	0.43912667	1.33E-02
 HGS 	0.33425213	1.33E-02
 BCL7B 	0.37253858	1.34E-02
 CA5B 	0.51777409	1.34E-02
 TMPRSS3 	0.6432934	1.34E-02
 ASCL2 	0.51210213	1.35E-02
 ZNF449 	0.5206008	1.35E-02
 MAN1A1 	0.44966282	1.35E-02
 PTP4A2 	0.56464371	1.35E-02
 MFN1 	0.49385278	1.35E-02
 ETFA 	0.54457118	1.35E-02
 C20orf103 	0.56218827	1.35E-02
 DNTTIP2 	0.4902014	1.35E-02
 ACTR10 	0.43664738	1.35E-02
 PPIL3 	0.47839031	1.36E-02
 IKZF5 	0.64962271	1.36E-02
 DECR1 	0.43645744	1.36E-02
 RFXANK 	0.33889324	1.36E-02
 NCOA2 	0.43008851	1.37E-02
 POGZ 	0.37023971	1.37E-02
 ASL 	0.37758007	1.37E-02
 SCRIB 	0.33244713	1.37E-02
 UBE4A 	0.48890704	1.38E-02
 PMPCB 	0.45308729	1.38E-02
 ACE2 	0.98679107	1.38E-02
 PDXP 	0.34068222	1.38E-02
 ALOX12 	-0.48338751	1.38E-02
 PCGF2 	0.38035369	1.38E-02
 MRPS5 	0.37662838	1.38E-02
 HSPA4L 	0.62181433	1.38E-02
 SREBF1 	0.34887596	1.38E-02
 TCF7L2 	0.382024	1.38E-02
 PILRB 	0.38155033	1.38E-02
 LIMD1 	0.3848282	1.39E-02
 SOAT1 	0.46303476	1.39E-02
 ALKBH3 	0.40209031	1.39E-02
 C7orf42 	0.4126252	1.39E-02
 TTLL7 	-0.58609524	1.39E-02
 RAB42 	0.50864758	1.40E-02
 LSAMP 	0.51670333	1.40E-02
 DNMT3B 	0.38810347	1.40E-02
 SPCS1 	0.44117209	1.40E-02
 PGM1 	0.4299526	1.40E-02
 MRPL16 	0.35890444	1.41E-02
 TBL1Y 	-0.3844328	1.41E-02
 C17orf71 	0.44902691	1.41E-02
 KCTD2 	0.40430849	1.42E-02
 C1GALT1 	0.55936889	1.42E-02
 KRTAP23-1 	-0.45307531	1.42E-02
 DOK3 	0.59749878	1.42E-02
 TRAPPC10 	0.42133684	1.43E-02
 MGAT5 	0.47933591	1.43E-02
 CABIN1 	0.41197773	1.43E-02
 ACTN2 	-0.4700698	1.43E-02
 ANAPC10 	0.60138764	1.43E-02
 PACS1 	0.39207516	1.43E-02
 DCAKD 	0.37565324	1.44E-02
 MAPK9 	0.44790864	1.44E-02
 SPATS2 	0.46550484	1.44E-02
 SCAMP4 	0.37355784	1.44E-02
 C11orf88 	-0.44220698	1.44E-02
 FASTKD3 	0.38576213	1.45E-02
 C2orf18 	0.33764071	1.45E-02
 BTN3A3 	0.46162444	1.45E-02
 CLEC2D 	0.52454613	1.45E-02
 KLC1 	0.41427936	1.45E-02
 METTL7A 	-0.67381811	1.46E-02
 TCOF1 	0.36111851	1.46E-02
 LY96 	0.66799389	1.46E-02
 KIAA1797 	0.4482854	1.46E-02
 PSAT1 	0.72614807	1.46E-02
 YTHDC1 	0.39437438	1.46E-02
 TMLHE 	0.41618236	1.47E-02
 TP53RK 	0.39649371	1.47E-02
 DVL3 	0.34105811	1.47E-02
 SKIV2L2 	0.38255713	1.47E-02
 VPS25 	0.44084211	1.47E-02
 LRP6 	0.51769784	1.47E-02
 SLC7A3 	-0.42755913	1.48E-02
 POLD1 	0.34163531	1.48E-02
 FAM127A 	0.8456598	1.48E-02
 VPS33B 	0.39014696	1.48E-02
 UBE2K 	0.36872264	1.48E-02
 MX1 	0.51985178	1.49E-02
 IL1RL2 	0.45215544	1.49E-02
 SAA1 	0.73621122	1.49E-02
 CLEC6A 	0.48506673	1.49E-02
 GTF2H1 	0.49826751	1.49E-02
 RNF135 	0.3997222	1.49E-02
 DHX57 	0.44169547	1.49E-02
 ATMIN 	0.50678727	1.50E-02
 ZNF419 	0.4463569	1.50E-02
 FAM150B 	-0.48370147	1.50E-02
 APOC2 	0.36821429	1.50E-02
 POU2AF1 	-0.4044972	1.50E-02
 AARSD1 	0.36374767	1.50E-02
 RER1 	0.45769838	1.50E-02
 APPL2 	0.4289146	1.50E-02
 C1orf174 	0.3663982	1.50E-02
 COPS7B 	0.35647262	1.51E-02
 C14orf79 	0.45557649	1.51E-02
 LILRA5 	0.41056038	1.51E-02
 FXYD1 	-0.57590536	1.51E-02
 RPS29 	0.56977444	1.51E-02
 SLCO1B3 	0.45883733	1.51E-02
 HIST1H2AA 	0.55575933	1.51E-02
 C1orf54 	0.54493413	1.51E-02
 GIPC2 	0.4855136	1.51E-02
 MINA 	0.40740978	1.51E-02
 ZNF740 	0.40254389	1.52E-02
 LILRB1 	0.54108407	1.52E-02
 RPL31 	0.64078116	1.52E-02
 ENSA 	0.36024764	1.52E-02
 HSPA9 	0.395772	1.52E-02
 PPM1B 	0.38366	1.53E-02
 GPR115 	0.54633196	1.53E-02
 KIAA1598 	0.46174162	1.53E-02
 NPTN 	0.41754978	1.53E-02
 TOMM20 	0.43314538	1.53E-02
 CD3E 	0.504793	1.53E-02
 TNIP1 	0.36500151	1.54E-02
 RALGAPA1 	0.59165678	1.54E-02
 KIAA0528 	0.44107082	1.54E-02
 ITM2B 	0.45443247	1.54E-02
 GEMIN7 	0.395732	1.54E-02
 SEC63 	0.46255584	1.55E-02
 RPS19BP1 	0.42932024	1.55E-02
 MTOR 	0.39308616	1.55E-02
 PML 	0.38433473	1.55E-02
 TOX4 	0.49006282	1.56E-02
 MPZL3 	0.50530507	1.56E-02
 NFYC 	0.40112602	1.56E-02
 MALAT1 	0.55381007	1.56E-02
 RUFY1 	0.41044036	1.56E-02
 RNF115 	0.45204562	1.57E-02
 C17orf85 	0.40759987	1.57E-02
 UIMC1 	0.39867522	1.58E-02
 ZMAT2 	0.47007978	1.58E-02
 SGCB 	0.46861262	1.58E-02
 NIPSNAP3A 	0.58693409	1.59E-02
 C17orf37 	0.47003822	1.59E-02
 NCF4 	0.45368589	1.59E-02
 FCGRT 	0.43663524	1.60E-02
 EPAS1 	0.48983898	1.60E-02
 DIS3L2 	0.37450847	1.60E-02
 MOBKL2B 	0.44066353	1.60E-02
 C8orf31 	0.43148344	1.60E-02
 UBE2E2 	0.40420753	1.60E-02
 ADIPOR1 	0.41771169	1.60E-02
 KRT20 	-1.11305027	1.60E-02
 RSPO2 	-0.63691376	1.61E-02
 DEDD2 	0.34790673	1.61E-02
 UGDH 	0.50069444	1.61E-02
 C8orf46 	-0.49398156	1.61E-02
 ELAVL1 	0.37511791	1.61E-02
 SLC30A9 	0.43320589	1.61E-02
 PPTC7 	0.45320062	1.61E-02
 KIT 	-0.62945678	1.61E-02
 FUT3 	0.56500196	1.61E-02
 DALRD3 	0.35695642	1.61E-02
 TMC6 	0.35039536	1.61E-02
 SMAD2 	0.45553476	1.62E-02
 C5orf15 	0.40444811	1.62E-02
 RINT1 	0.4786546	1.62E-02
 NACC1 	0.35490518	1.62E-02
 SNRNP35 	0.35889978	1.63E-02
 CHPF 	0.36980269	1.63E-02
 ORMDL1 	0.49087229	1.63E-02
 DUOX2 	-0.91448169	1.63E-02
 WDR34 	0.34527589	1.63E-02
 UBE3A 	0.4484844	1.63E-02
 GK2 	-0.44446018	1.63E-02
 BRMS1L 	0.52687467	1.63E-02
 ERGIC2 	0.59893227	1.63E-02
 INVS 	0.4297382	1.64E-02
 TMSB15A 	0.31973463	1.64E-02
 PYGL 	0.54132096	1.64E-02
 CEP120 	0.44091764	1.64E-02
 HGSNAT 	0.47167976	1.64E-02
 ZNF204P 	0.39690853	1.64E-02
 FBXL2 	0.43381316	1.64E-02
 ZNF691 	0.38983336	1.65E-02
 UBE2V2 	0.4630264	1.65E-02
 ZNF558 	0.48471347	1.65E-02
 DDX17 	0.39210238	1.66E-02
 COX6C 	0.55873407	1.66E-02
 SNX9 	0.44082107	1.66E-02
 RABGAP1 	0.46726584	1.66E-02
 VPS39 	0.42760987	1.66E-02
 ZNF84 	0.49530793	1.67E-02
 BARD1 	0.4370208	1.67E-02
 RPRD1A 	0.44160664	1.67E-02
 TMED3 	0.40247491	1.67E-02
 DYRK4 	0.43079416	1.67E-02
 MARCH7 	0.54668029	1.67E-02
 TSPAN15 	0.43011151	1.67E-02
 SP110 	0.40811222	1.67E-02
 GPR141 	0.4930094	1.67E-02
 PHC1 	-0.45041487	1.67E-02
 HDAC7 	0.36404649	1.68E-02
 PTPLB 	0.40772333	1.68E-02
 FEZ2 	0.37100711	1.68E-02
 LIN54 	0.37935822	1.68E-02
 COX15 	0.37664558	1.68E-02
 SNAPC5 	0.48771618	1.69E-02
 VPS54 	0.48079149	1.69E-02
 RTCD1 	0.40429998	1.69E-02
 TCF3 	0.34248118	1.70E-02
 ALMS1 	0.41596538	1.70E-02
 FANCE 	0.36526333	1.70E-02
 GOLPH3L 	0.44568442	1.71E-02
 OR8D2 	-0.44568924	1.71E-02
 ENO2 	0.45779102	1.71E-02
 SLC1A1 	0.56206376	1.71E-02
 MSH3 	0.44324347	1.71E-02
 C11orf52 	-0.4157396	1.71E-02
 FAM82B 	0.43466553	1.72E-02
 LYVE1 	-0.90508053	1.72E-02
 VHL 	0.39644611	1.72E-02
 C4orf41 	0.44267413	1.72E-02
 POLR2E 	0.37620238	1.73E-02
 JMJD8 	0.36836147	1.73E-02
 WFDC2 	0.45586438	1.73E-02
 NAA38 	0.54562847	1.73E-02
 C12orf66 	0.4540976	1.74E-02
 TUBGCP5 	0.41569298	1.74E-02
 ZFX 	0.54922291	1.74E-02
 FREM1 	0.51314176	1.74E-02
 SYPL1 	0.42207582	1.75E-02
 ALG13 	0.44706707	1.75E-02
 FPR2 	0.63276118	1.75E-02
 MARK3 	0.42131453	1.75E-02
 EIF2B4 	0.37680453	1.75E-02
 DLEU7 	0.35878976	1.76E-02
 VAMP3 	0.43614824	1.76E-02
 RASGRF2 	0.44526256	1.76E-02
 RELT 	0.33992262	1.76E-02
 SEMA6B 	0.36419691	1.76E-02
 MMADHC 	0.54850342	1.76E-02
 SYNRG 	0.41126171	1.77E-02
 ZNF326 	0.43697867	1.77E-02
 SMEK2 	0.4489128	1.77E-02
 DHX37 	0.32502524	1.77E-02
 ANKRD17 	0.4086508	1.78E-02
 CD2AP 	0.51339662	1.78E-02
 ILK 	0.49807313	1.78E-02
 PNPLA6 	0.35374556	1.78E-02
 FBXO21 	0.39494298	1.78E-02
 AMBRA1 	0.37026422	1.78E-02
 PON3 	0.58231502	1.78E-02
 MUDENG 	0.48969284	1.79E-02
 MRPS2 	0.35236958	1.79E-02
 PRPS1L1 	-0.31517398	1.79E-02
 ARMCX5 	0.36871911	1.79E-02
 DPP6 	-0.48209324	1.79E-02
 AKAP13 	0.42114698	1.79E-02
 PTPRN2 	-0.46387204	1.79E-02
 SLC35E4 	0.39922738	1.79E-02
 TUBB6 	0.48715611	1.79E-02
 MTX1 	0.35282544	1.79E-02
 RAB11FIP1 	0.45341456	1.79E-02
 ZNF234 	0.46252251	1.79E-02
 PLVAP 	0.37153687	1.79E-02
 IL18BP 	0.36322104	1.80E-02
 CCDC12 	0.38961396	1.80E-02
 OSBPL11 	0.52178409	1.80E-02
 LOC442454 	0.4339043	1.81E-02
 MCOLN3 	-0.42435016	1.81E-02
 ASB5 	-0.77014522	1.81E-02
 RIC8B 	0.41330249	1.81E-02
 BDH1 	0.44733338	1.81E-02
 FAM118A 	0.40622093	1.82E-02
 TMEM38B 	0.51817318	1.82E-02
 C17orf81 	0.35406253	1.82E-02
 UNC45A 	0.36271062	1.83E-02
 ASPSCR1 	0.39796142	1.83E-02
 ZNF614 	0.52829376	1.83E-02
 SLA 	0.52257073	1.83E-02
 KRT8 	0.37765967	1.83E-02
 FSTL3 	0.39109729	1.83E-02
 CAPRIN2 	0.44490402	1.83E-02
 TRAK2 	0.52532011	1.83E-02
 MERTK 	0.42363811	1.84E-02
 MBNL2 	0.40965967	1.84E-02
 SEPHS2 	0.42036587	1.84E-02
 CFD 	-0.61065364	1.84E-02
